provider_id,year_month,claims_n,members_unique_n,billed_total,approved_total,avg_claim_amount,median_claim_amount,p95_claim_amount,emergency_claims_n,inpatient_claims_n,preventive_claims_n,duplicate_claims_n,suspicious_claims_n,dx_proc_mismatch_n,high_severity_share,suspicious_claim_ratio,provider_type,specialty_group,provider_archetype,cost_vs_peer_index,utilization_density_index,anomaly_score_provider,provider_alert_level
PRV00168,2024-09,15,15,2667.8,2364.14,177.85333333333335,105.44,409.299,1,0,3,0,0,0,0.067,0.0,Clinic,General Medicine,Normal,0.421,1.0,0.01,Normal
PRV00168,2024-10,13,13,2691.7799999999997,2406.52,207.05999999999997,168.39,553.942,2,0,2,0,1,0,0.0,0.077,Clinic,General Medicine,Normal,0.513,1.0,0.037,Normal
PRV00168,2024-11,14,14,3018.79,2600.09,215.62785714285715,137.36,558.5639999999999,3,0,1,0,2,0,0.071,0.143,Clinic,General Medicine,Normal,0.517,1.0,0.06,Normal
PRV00168,2024-12,21,21,5686.14,4937.02,270.7685714285714,181.94,829.27,1,0,0,0,0,0,0.048,0.0,Clinic,General Medicine,Normal,0.641,1.0,0.01,Normal
PRV00168,2025-01,20,20,3955.76,3710.02,197.788,172.63,353.851,4,0,0,0,3,0,0.1,0.15,Clinic,General Medicine,Normal,0.413,1.0,0.062,Normal
PRV00168,2025-02,12,12,3048.49,2748.91,254.04083333333332,241.64499999999998,487.16549999999984,4,0,1,1,2,0,0.0,0.167,Clinic,General Medicine,Normal,0.645,1.0,0.068,Normal
PRV00168,2025-03,14,14,4446.1900000000005,3964.25,317.58500000000004,127.47999999999999,1142.7844999999993,0,0,1,1,1,0,0.071,0.071,Clinic,General Medicine,Normal,0.759,1.0,0.035,Normal
PRV00168,2025-04,13,13,2306.23,2087.19,177.4023076923077,170.07,329.03199999999987,4,0,2,1,3,0,0.077,0.231,Clinic,General Medicine,Normal,0.387,1.0,0.091,Normal
PRV00168,2025-05,18,18,4761.26,4171.02,264.51444444444445,163.85,561.2159999999982,3,0,2,1,2,0,0.167,0.111,Clinic,General Medicine,Normal,0.671,1.0,0.049,Normal
PRV00168,2025-06,22,22,4517.65,3919.94,205.34772727272727,157.61,548.1065,4,0,2,1,2,0,0.045,0.091,Clinic,General Medicine,Normal,0.517,1.0,0.042,Normal
PRV00168,2025-07,16,16,3196.48,2797.16,199.78,181.37,349.95000000000005,3,0,2,0,1,0,0.062,0.062,Clinic,General Medicine,Normal,0.499,1.0,0.032,Normal
PRV00168,2025-08,12,12,2450.9,2245.37,204.24166666666667,186.08999999999997,412.3744999999997,3,0,1,1,1,0,0.25,0.083,Clinic,General Medicine,Normal,0.466,1.0,0.039,Normal
PRV00168,2025-09,17,17,5943.17,5335.73,349.59823529411767,187.84,1092.1839999999988,3,0,2,0,0,0,0.059,0.0,Clinic,General Medicine,Normal,0.914,1.0,0.01,Normal
PRV00168,2025-10,17,17,6937.78,6212.24,408.1047058823529,194.39,1230.0159999999987,2,0,0,2,2,0,0.118,0.118,Clinic,General Medicine,Normal,0.941,1.0,0.051,Normal
PRV00168,2025-11,18,18,5209.57,4793.36,289.42055555555555,193.125,619.294499999998,2,0,4,0,2,0,0.111,0.111,Clinic,General Medicine,Normal,0.727,1.0,0.049,Normal
PRV00168,2025-12,17,17,3316.44,3001.0099999999998,195.08470588235295,169.11,403.32599999999996,1,0,2,1,1,0,0.0,0.059,Clinic,General Medicine,Normal,0.42,1.0,0.031,Normal
PRV00169,2024-01,16,16,28860.3,24559.07,1803.76875,285.825,7018.89,4,3,1,1,2,0,0.25,0.125,Hospital,Internal Medicine,Normal,1.261,1.0,0.119,Normal
PRV00169,2024-02,11,11,17706.629999999997,16073.32,1609.6936363636362,448.35,7005.504999999999,2,4,1,0,1,1,0.364,0.091,Hospital,Internal Medicine,Normal,1.17,1.0,0.084,Normal
PRV00169,2024-03,15,15,4159.25,3555.4100000000003,277.28333333333336,151.99,743.8809999999995,1,1,2,0,1,0,0.133,0.067,Hospital,Internal Medicine,Normal,0.162,1.0,0.033,Normal
PRV00169,2024-04,7,7,1753.05,1481.24,250.43571428571428,159.09,445.615,0,0,2,0,0,0,0.0,0.0,Hospital,Internal Medicine,Normal,0.168,1.0,0.01,Normal
PRV00169,2024-05,12,12,2565.68,2305.96,213.80666666666664,189.82,387.33199999999994,3,0,3,0,0,0,0.0,0.0,Hospital,Internal Medicine,Normal,0.284,1.0,0.01,Normal
PRV00169,2024-06,15,14,4401.2,3881.42,293.4133333333333,169.97,1030.4889999999996,2,3,1,0,1,0,0.2,0.067,Hospital,Internal Medicine,Normal,0.143,1.071,0.033,Normal
PRV00169,2024-07,19,19,47046.12,42721.37,2476.1115789473683,398.98,12458.120999999985,2,4,1,1,3,0,0.316,0.158,Hospital,Internal Medicine,Normal,1.382,1.0,0.161,Normal
PRV00169,2024-08,21,21,7240.92,6332.549999999999,344.8057142857143,175.94,800.14,2,2,3,0,4,1,0.19,0.19,Hospital,Internal Medicine,Normal,0.238,1.0,0.076,Normal
PRV00169,2024-09,11,11,3842.81,3232.9700000000003,349.3463636363636,246.03,777.5699999999999,2,1,0,0,1,1,0.091,0.091,Hospital,Internal Medicine,Normal,0.255,1.0,0.042,Normal
PRV00169,2024-10,16,16,40484.299999999996,34388.39,2530.2687499999997,282.72,17051.4025,3,2,1,1,3,0,0.188,0.188,Hospital,Internal Medicine,Normal,1.321,1.0,0.156,Normal
PRV00169,2024-11,21,21,10294.890000000001,8963.36,490.2328571428572,298.89,1237.14,3,4,0,0,2,1,0.238,0.095,Hospital,Internal Medicine,Normal,0.356,1.0,0.043,Normal
PRV00169,2024-12,17,16,13768.99,10994.16,809.9405882352941,244.48,3084.4179999999983,4,3,2,1,1,0,0.235,0.059,Hospital,Internal Medicine,Normal,0.614,1.062,0.031,Normal
PRV00169,2025-01,13,13,43399.05,41185.25,3338.388461538462,183.56,18184.63399999997,1,2,1,2,2,0,0.231,0.154,Hospital,Internal Medicine,Normal,1.252,1.0,0.127,Normal
PRV00169,2025-02,17,17,6080.84,5493.320000000001,357.6964705882353,372.95,875.2879999999996,5,1,2,1,2,0,0.118,0.118,Hospital,Internal Medicine,Normal,0.261,1.0,0.051,Normal
PRV00169,2025-03,15,15,11196.85,10251.039999999999,746.4566666666667,230.9,2700.271999999992,2,1,2,0,0,0,0.133,0.0,Hospital,Internal Medicine,Normal,0.42,1.0,0.01,Normal
PRV00169,2025-04,12,11,5879.2699999999995,5176.4400000000005,489.9391666666666,291.685,1291.158499999999,1,1,0,1,2,0,0.167,0.167,Hospital,Internal Medicine,Normal,0.273,1.091,0.068,Normal
PRV00169,2025-05,23,23,5048.28,4491.17,219.49043478260867,184.14,427.83899999999994,3,1,2,0,0,0,0.043,0.0,Hospital,Internal Medicine,Normal,0.275,1.0,0.01,Normal
PRV00169,2025-06,13,13,8711.99,7680.08,670.1530769230769,321.99,1754.7699999999977,2,3,1,0,1,0,0.308,0.077,Hospital,Internal Medicine,Normal,0.49,1.0,0.037,Normal
PRV00169,2025-07,16,16,8818.79,7486.94,551.174375,168.445,2658.04,2,2,2,0,2,1,0.25,0.125,Hospital,Internal Medicine,Normal,0.437,1.0,0.054,Normal
PRV00169,2025-08,16,16,9887.74,8609.96,617.98375,276.46000000000004,2369.6675,3,4,1,0,1,0,0.312,0.062,Hospital,Internal Medicine,Normal,0.506,1.0,0.032,Normal
PRV00169,2025-09,13,13,5787.39,4898.860000000001,445.18384615384616,314.7,1349.943999999998,2,2,0,0,1,0,0.154,0.077,Hospital,Internal Medicine,Normal,0.163,1.0,0.037,Normal
PRV00169,2025-10,15,15,4665.86,3871.12,311.0573333333333,226.48,756.0349999999993,2,1,0,1,2,0,0.133,0.133,Hospital,Internal Medicine,Normal,0.278,1.0,0.057,Normal
PRV00169,2025-11,17,17,7872.5599999999995,6440.35,463.0917647058823,217.17,1258.985999999999,4,2,1,0,0,0,0.235,0.0,Hospital,Internal Medicine,Normal,0.246,1.0,0.01,Normal
PRV00169,2025-12,16,16,28387.63,24714.06,1774.226875,178.68,6836.352500000001,2,3,2,0,1,0,0.188,0.062,Hospital,Internal Medicine,Normal,1.259,1.0,0.096,Normal
PRV00170,2024-01,3,3,1067.87,981.19,355.95666666666665,141.07,800.5359999999998,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.739,1.0,0.036,Normal
PRV00170,2024-02,7,7,4479.9400000000005,3757.42,639.9914285714286,241.83,2045.447999999999,0,0,1,0,0,0,0.143,0.0,Lab,Laboratory,Expensive,1.081,1.0,0.056,Normal
PRV00170,2024-03,1,1,350.7,307.33,350.7,350.7,350.7,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.824,1.0,0.036,Normal
PRV00170,2024-05,2,2,1219.66,1079.1399999999999,609.83,609.83,658.421,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.673,1.0,0.204,Normal
PRV00170,2024-06,5,5,3853.83,3242.3099999999995,770.766,348.82,2247.2619999999997,0,0,0,0,0,0,0.2,0.0,Lab,Laboratory,Expensive,1.555,1.0,0.175,Normal
PRV00170,2024-07,4,4,1389.67,1193.52,347.4175,304.70500000000004,464.28399999999993,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.871,1.0,0.036,Normal
PRV00170,2024-08,5,5,1369.22,1170.1399999999999,273.844,244.88,460.81399999999996,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.858,1.0,0.036,Normal
PRV00170,2024-09,3,3,995.88,932.9200000000001,331.96,240.49,593.209,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.928,1.0,0.036,Normal
PRV00170,2024-11,5,5,2763.58,2554.0299999999997,552.716,330.01,1269.4539999999997,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.15,1.0,0.073,Normal
PRV00170,2024-12,3,3,1193.0500000000002,1060.19,397.6833333333334,342.91,575.083,0,0,0,0,0,0,0.333,0.0,Lab,Laboratory,Expensive,0.726,1.0,0.036,Normal
PRV00170,2025-01,5,5,10469.09,8992.52,2093.818,744.73,6651.805999999999,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,3.579,1.0,0.681,High Alert
PRV00170,2025-02,3,3,904.74,798.75,301.58,360.6,371.418,0,0,1,0,1,0,0.0,0.333,Lab,Laboratory,Expensive,0.87,1.0,0.153,Normal
PRV00170,2025-03,2,2,331.9,286.73,165.95,165.95,207.53,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.532,1.0,0.036,Normal
PRV00170,2025-04,6,6,3314.94,2866.54,552.49,588.34,765.64,0,0,0,0,1,0,0.0,0.167,Lab,Laboratory,Expensive,0.889,1.0,0.094,Normal
PRV00170,2025-05,1,1,228.43,163.31,228.43,228.43,228.43,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.524,1.0,0.036,Normal
PRV00170,2025-06,4,4,1050.02,906.35,262.505,267.315,410.88599999999997,0,0,0,0,1,0,0.0,0.25,Lab,Laboratory,Expensive,0.431,1.0,0.124,Normal
PRV00170,2025-07,5,5,1802.5,1635.53,360.5,330.21,655.846,0,0,1,0,0,0,0.2,0.0,Lab,Laboratory,Expensive,0.822,1.0,0.036,Normal
PRV00170,2025-08,3,3,8827.48,8104.3099999999995,2942.4933333333333,270.31,7586.427999999999,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,4.502,1.0,0.912,High Alert
PRV00170,2025-09,4,4,1246.71,1043.8400000000001,311.6775,308.925,408.83399999999995,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.493,1.0,0.036,Normal
PRV00170,2025-11,2,2,602.23,459.44000000000005,301.115,301.115,400.8665,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.681,1.0,0.036,Normal
PRV00170,2025-12,2,2,271.09,250.04000000000002,135.545,135.545,173.31349999999998,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.304,1.0,0.036,Normal
PRV00171,2024-01,1,1,128.58,110.55,128.58,128.58,128.58,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.322,1.0,0.01,Normal
PRV00171,2024-02,4,4,480.81,420.25,120.2025,112.15,189.18749999999997,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.359,1.0,0.01,Normal
PRV00171,2024-03,1,1,148.16,148.16,148.16,148.16,148.16,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.304,1.0,0.01,Normal
PRV00171,2024-04,5,5,2592.54,2289.81,518.508,335.19,1135.504,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.954,1.0,0.01,Normal
PRV00171,2024-05,7,7,1789.8,1540.62,255.68571428571428,260.86,379.76599999999996,0,0,0,0,1,0,0.0,0.143,Imaging,Radiology,Normal,0.617,1.0,0.06,Normal
PRV00171,2024-06,3,3,348.07,304.89,116.02333333333333,120.08,125.084,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.256,1.0,0.01,Normal
PRV00171,2024-07,2,2,185.01999999999998,174.15,92.50999999999999,92.50999999999999,103.499,0,0,0,0,0,0,0.5,0.0,Imaging,Radiology,Normal,0.329,1.0,0.01,Normal
PRV00171,2024-08,2,2,488.12,473.78,244.06,244.06,252.412,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.873,1.0,0.01,Normal
PRV00171,2024-09,5,5,1275.39,1207.32,255.07800000000003,152.66,538.708,0,0,0,0,0,0,0.2,0.0,Imaging,Radiology,Normal,0.393,1.0,0.01,Normal
PRV00171,2024-10,3,3,546.5,430.24,182.16666666666666,197.02,275.32,0,0,0,0,1,0,0.0,0.333,Imaging,Radiology,Normal,0.619,1.0,0.127,Normal
PRV00171,2024-11,5,5,851.4100000000001,756.73,170.282,167.9,210.322,0,0,2,0,0,0,0.2,0.0,Imaging,Radiology,Normal,0.436,1.0,0.01,Normal
PRV00171,2024-12,1,1,400.58,362.78,400.58,400.58,400.58,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,1.062,1.0,0.026,Normal
PRV00171,2025-01,2,2,740.72,570.35,370.36,370.36,585.7299999999999,0,0,0,0,1,0,0.0,0.5,Imaging,Radiology,Normal,0.932,1.0,0.185,Normal
PRV00171,2025-02,4,4,524.16,491.2,131.04,110.94,214.06849999999997,0,0,0,1,1,0,0.0,0.25,Imaging,Radiology,Normal,0.276,1.0,0.098,Normal
PRV00171,2025-03,6,6,1944.27,1737.8600000000001,324.045,278.01,714.31,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.598,1.0,0.01,Normal
PRV00171,2025-04,6,6,2831.07,2450.2999999999997,471.845,205.37,1343.455,0,0,0,0,1,0,0.0,0.167,Imaging,Radiology,Normal,1.232,1.0,0.126,Normal
PRV00171,2025-05,1,1,185.93,183.6,185.93,185.93,185.93,0,0,0,0,0,0,1.0,0.0,Imaging,Radiology,Normal,0.363,1.0,0.01,Normal
PRV00171,2025-06,7,7,4465.95,4117.01,637.9928571428571,283.7,2045.0919999999987,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.994,1.0,0.01,Normal
PRV00171,2025-07,4,4,880.01,759.39,220.0025,201.155,357.0125,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.447,1.0,0.01,Normal
PRV00171,2025-08,3,3,721.9,575.99,240.63333333333333,142.02,486.2699999999999,0,0,0,0,1,0,0.333,0.333,Imaging,Radiology,Normal,0.836,1.0,0.127,Normal
PRV00171,2025-09,4,4,749.15,711.79,187.2875,154.04,333.04349999999994,0,0,1,1,1,0,0.0,0.25,Imaging,Radiology,Normal,0.534,1.0,0.098,Normal
PRV00171,2025-10,3,3,973.38,835.23,324.46,325.75,338.647,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.841,1.0,0.01,Normal
PRV00171,2025-11,4,4,1548.15,1296.7,387.0375,402.13,515.471,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.704,1.0,0.01,Normal
PRV00171,2025-12,2,2,728.74,643.99,364.37,364.37,443.192,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,1.255,1.0,0.074,Normal
PRV00172,2024-01,17,17,25727.34,22822.07,1513.3729411764707,500.71,4587.749999999988,1,1,1,0,6,0,0.118,0.353,Hospital,Orthopedics,Suspicious,1.058,1.0,0.278,Watchlist
PRV00172,2024-02,12,12,7011.88,5899.48,584.3233333333334,541.415,1123.9609999999998,4,0,3,0,2,0,0.083,0.167,Hospital,Orthopedics,Suspicious,0.425,1.0,0.198,Normal
PRV00172,2024-03,13,13,65456.85,49053.67999999999,5035.142307692307,751.61,23657.47599999992,0,3,2,0,7,1,0.231,0.538,Hospital,Orthopedics,Suspicious,2.945,1.0,0.815,High Alert
PRV00172,2024-04,18,18,15565.56,13587.140000000001,864.7533333333333,645.97,2499.7664999999993,1,4,3,0,7,0,0.222,0.389,Hospital,Orthopedics,Suspicious,0.582,1.0,0.276,Watchlist
PRV00172,2024-05,17,17,18593.34,16149.17,1093.7258823529412,528.68,3093.2119999999986,4,1,1,0,5,0,0.118,0.294,Hospital,Orthopedics,Suspicious,1.454,1.0,0.356,Watchlist
PRV00172,2024-06,20,20,258781.69000000003,165273.98,12939.0845,636.2,102296.44250000002,2,5,1,0,8,1,0.3,0.4,Hospital,Orthopedics,Suspicious,6.288,1.0,1.5,High Alert
PRV00172,2024-07,15,15,221296.85,182356.68,14753.123333333333,673.06,74684.35899999988,2,4,1,1,5,1,0.333,0.333,Hospital,Orthopedics,Suspicious,8.236,1.0,1.5,High Alert
PRV00172,2024-08,17,17,12243.65,10139.55,720.214705882353,580.1,1632.737999999998,3,0,0,0,6,0,0.118,0.353,Hospital,Orthopedics,Suspicious,0.498,1.0,0.264,Watchlist
PRV00172,2024-09,9,9,8302.4,5954.900000000001,922.4888888888888,444.24,1984.416,1,1,0,0,6,0,0.222,0.667,Hospital,Orthopedics,Suspicious,0.674,1.0,0.373,Watchlist
PRV00172,2024-10,20,20,18327.45,15606.56,916.3725000000001,393.44,3653.944500000002,2,3,2,0,9,1,0.15,0.45,Hospital,Orthopedics,Suspicious,0.478,1.0,0.298,Watchlist
PRV00172,2024-11,15,15,22343.33,18020.21,1489.5553333333335,400.53,4851.249999999998,3,1,1,0,8,0,0.067,0.533,Hospital,Orthopedics,Suspicious,1.083,1.0,0.347,Watchlist
PRV00172,2024-12,12,12,10983.849999999999,9372.130000000001,915.3208333333332,525.98,2474.4769999999994,1,2,0,1,5,1,0.167,0.417,Hospital,Orthopedics,Suspicious,0.694,1.0,0.286,Watchlist
PRV00172,2025-01,8,8,5018.65,4157.57,627.33125,486.21999999999997,1351.0259999999996,1,0,2,0,1,0,0.0,0.125,Hospital,Orthopedics,Suspicious,0.235,1.0,0.184,Normal
PRV00172,2025-02,14,14,9002.65,7812.52,643.0464285714286,572.175,1081.6475,1,0,1,0,5,0,0.0,0.357,Hospital,Orthopedics,Suspicious,0.469,1.0,0.265,Watchlist
PRV00172,2025-03,16,16,22395.23,18376.719999999998,1399.701875,596.4300000000001,4219.2375,1,3,1,1,7,0,0.312,0.438,Hospital,Orthopedics,Suspicious,0.788,1.0,0.293,Watchlist
PRV00172,2025-04,20,20,48550.58,39338.9,2427.529,502.705,10290.153000000013,1,3,2,1,7,0,0.25,0.35,Hospital,Orthopedics,Suspicious,1.351,1.0,0.35,Watchlist
PRV00172,2025-05,11,11,14507.94,12862.18,1318.9036363636365,1014.25,3519.9449999999997,5,2,0,0,2,0,0.364,0.182,Hospital,Orthopedics,Suspicious,1.654,1.0,0.367,Watchlist
PRV00172,2025-06,9,9,9451.73,8391.89,1050.1922222222222,802.07,2651.1759999999995,1,1,1,0,0,0,0.333,0.0,Hospital,Orthopedics,Suspicious,0.768,1.0,0.14,Normal
PRV00172,2025-07,15,15,144992.18,111367.73,9666.145333333332,1192.17,40641.30799999988,3,5,1,0,4,0,0.333,0.267,Hospital,Orthopedics,Suspicious,7.664,1.0,1.5,High Alert
PRV00172,2025-08,20,20,38161.89,29895.039999999997,1908.0945,442.81,9240.589500000006,1,3,2,0,8,1,0.15,0.4,Hospital,Orthopedics,Suspicious,1.563,1.0,0.421,Watchlist
PRV00172,2025-09,13,13,199738.16,137740.53,15364.473846153847,687.55,80542.84599999982,1,4,2,1,5,0,0.308,0.385,Hospital,Orthopedics,Suspicious,5.63,1.0,1.432,High Alert
PRV00172,2025-10,11,11,5933.06,4854.070000000001,539.3690909090909,387.53,1230.175,1,1,1,0,4,0,0.182,0.364,Hospital,Orthopedics,Suspicious,0.481,1.0,0.267,Watchlist
PRV00172,2025-11,13,13,130222.23,115429.06000000001,10017.094615384614,622.84,49384.84999999984,2,3,2,0,4,0,0.231,0.308,Hospital,Orthopedics,Suspicious,5.331,1.0,1.331,High Alert
PRV00172,2025-12,22,22,38743.88,30733.6,1761.0854545454545,468.245,5088.195499999999,4,6,2,0,7,1,0.318,0.318,Hospital,Orthopedics,Suspicious,1.25,1.0,0.314,Watchlist
PRV00173,2024-01,6,6,3365.54,2673.67,560.9233333333333,481.455,1143.85,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.165,1.0,0.077,Normal
PRV00173,2024-02,2,2,835.52,708.45,417.76,417.76,485.38599999999997,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.705,1.0,0.036,Normal
PRV00173,2024-03,3,3,1653.04,1461.58,551.0133333333333,530.6,708.188,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.295,1.0,0.11,Normal
PRV00173,2024-04,1,1,392.65,316.31,392.65,392.65,392.65,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.918,1.0,0.036,Normal
PRV00173,2024-05,4,4,908.26,775.1,227.065,221.05,391.82849999999996,0,0,1,0,1,0,0.0,0.25,Lab,Laboratory,Expensive,0.623,1.0,0.124,Normal
PRV00173,2024-07,4,4,1848.11,1692.22,462.0275,231.285,1112.4214999999997,0,0,0,0,1,0,0.0,0.25,Lab,Laboratory,Expensive,1.159,1.0,0.163,Normal
PRV00173,2024-08,1,1,118.0,111.08,118.0,118.0,118.0,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.37,1.0,0.036,Normal
PRV00173,2024-09,3,3,1204.08,1104.0700000000002,401.35999999999996,245.51,770.021,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.122,1.0,0.067,Normal
PRV00173,2024-10,3,3,1267.78,1147.0800000000002,422.5933333333333,269.58,685.3349999999999,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.012,1.0,0.039,Normal
PRV00173,2024-11,7,7,3229.56,2728.61,461.36571428571426,440.73,988.1419999999996,0,0,0,0,0,0,0.286,0.0,Lab,Laboratory,Expensive,0.96,1.0,0.036,Normal
PRV00173,2024-12,6,6,4294.79,3714.62,715.7983333333333,570.1,1488.955,0,0,2,0,0,0,0.167,0.0,Lab,Laboratory,Expensive,1.306,1.0,0.113,Normal
PRV00173,2025-01,3,3,5048.889999999999,4598.57,1682.9633333333331,1454.52,2970.2459999999996,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,2.876,1.0,0.505,High Alert
PRV00173,2025-02,3,3,2181.71,1965.1299999999999,727.2366666666667,853.04,959.654,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,2.099,1.0,0.311,Watchlist
PRV00173,2025-04,4,4,1041.24,916.39,260.31,272.485,294.967,0,0,0,0,0,0,0.25,0.0,Lab,Laboratory,Expensive,0.419,1.0,0.036,Normal
PRV00173,2025-05,3,3,1036.26,956.98,345.42,281.58,467.205,0,0,0,1,1,0,0.0,0.333,Lab,Laboratory,Expensive,0.793,1.0,0.153,Normal
PRV00173,2025-06,4,4,1913.45,1730.74,478.3625,504.32,584.346,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.786,1.0,0.036,Normal
PRV00173,2025-07,3,3,796.81,714.11,265.6033333333333,298.21,319.279,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.606,1.0,0.036,Normal
PRV00173,2025-08,4,4,2232.8199999999997,2081.18,558.2049999999999,541.875,922.8045,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.854,1.0,0.036,Normal
PRV00173,2025-09,5,5,1982.08,1679.1,396.416,316.64,831.7619999999998,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,0.626,1.0,0.036,Normal
PRV00173,2025-10,3,3,1102.24,962.87,367.41333333333336,434.84,467.555,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Expensive,1.074,1.0,0.055,Normal
PRV00173,2025-11,6,6,2260.35,1805.8,376.72499999999997,347.625,646.875,0,0,0,0,1,0,0.0,0.167,Lab,Laboratory,Expensive,0.852,1.0,0.094,Normal
PRV00173,2025-12,3,3,1439.17,1249.61,479.72333333333336,635.96,646.391,0,0,1,0,1,0,0.0,0.333,Lab,Laboratory,Expensive,1.076,1.0,0.172,Normal
PRV00174,2024-01,11,11,3392.09,3074.3199999999997,308.3718181818182,225.13,682.53,1,0,1,0,1,0,0.091,0.091,Clinic,Pediatrics,Normal,0.68,1.0,0.042,Normal
PRV00174,2024-02,17,17,9589.359999999999,8901.880000000001,564.0799999999999,248.37,2777.796,0,0,3,1,2,0,0.059,0.118,Clinic,Pediatrics,Normal,1.371,1.0,0.144,Normal
PRV00174,2024-03,25,25,20409.91,17514.079999999998,816.3964,176.07,3857.9179999999924,5,0,1,1,2,0,0.04,0.08,Clinic,Pediatrics,Normal,1.743,1.0,0.224,Watchlist
PRV00174,2024-04,18,18,9354.69,8805.58,519.705,297.13,1753.9884999999988,2,0,0,0,1,0,0.278,0.056,Clinic,Pediatrics,Normal,1.065,1.0,0.046,Normal
PRV00174,2024-05,19,19,5135.83,4531.68,270.3068421052632,175.23,688.2319999999997,1,0,1,0,2,0,0.053,0.105,Clinic,Pediatrics,Normal,0.74,1.0,0.047,Normal
PRV00174,2024-06,15,15,2914.16,2677.87,194.27733333333333,129.63,480.9629999999995,0,0,0,1,1,0,0.067,0.067,Clinic,Pediatrics,Normal,0.442,1.0,0.033,Normal
PRV00174,2024-07,15,15,4600.0,3975.8199999999997,306.6666666666667,220.86,762.0619999999999,1,0,0,0,0,0,0.133,0.0,Clinic,Pediatrics,Normal,0.719,1.0,0.01,Normal
PRV00174,2024-08,26,26,11231.33,9544.16,431.97423076923076,265.805,1471.9450000000002,6,0,1,1,3,0,0.0,0.115,Clinic,Pediatrics,Normal,1.252,1.0,0.113,Normal
PRV00174,2024-09,12,12,4502.8,3828.3900000000003,375.23333333333335,240.53,1138.148999999999,2,0,1,0,0,0,0.167,0.0,Clinic,Pediatrics,Normal,0.889,1.0,0.01,Normal
PRV00174,2024-10,17,17,4839.17,4329.18,284.65705882352944,157.06,718.629999999999,3,0,2,0,0,0,0.059,0.0,Clinic,Pediatrics,Normal,0.705,1.0,0.01,Normal
PRV00174,2024-11,14,14,6320.15,5770.1,451.4392857142857,258.435,1518.258499999999,2,0,1,2,3,0,0.0,0.214,Clinic,Pediatrics,Normal,1.082,1.0,0.105,Normal
PRV00174,2024-12,11,11,3077.13,2683.98,279.7390909090909,270.63,460.94,1,0,1,0,3,0,0.091,0.273,Clinic,Pediatrics,Normal,0.663,1.0,0.106,Normal
PRV00174,2025-01,13,13,3183.14,2724.98,244.85692307692307,166.7,510.9679999999997,1,0,3,0,0,0,0.154,0.0,Clinic,Pediatrics,Normal,0.511,1.0,0.01,Normal
